#Time_ns State SLAHS_mindist_A LVTKL_mindist_A
34.82 N 8.1067 9.0788
34.83 N 9.0035 7.4291
34.84 N 9.9825 7.3882
34.85 N 10.5766 7.8212
34.86 N 9.2752 8.6902
34.87 N 9.4470 7.6220
34.88 N 10.0898 6.8196
34.89 N 13.1159 6.0522
34.90 N 11.4794 6.8315
34.91 N 14.2976 6.0670
34.92 N 12.7796 7.7739
34.93 N 14.7289 6.9133
34.94 N 14.6248 6.8565
34.95 N 14.8529 6.8929
34.96 N 14.4415 7.3450
34.97 N 11.3929 5.1892
34.98 N 12.5134 6.1544
34.99 N 12.9545 6.2663
35.00 N 12.6827 6.5733
35.01 N 14.4290 6.4148
35.02 N 13.2172 7.8734
35.03 N 12.6417 8.6205
35.04 N 12.9893 8.9738
35.05 N 13.1086 8.0101
35.06 N 14.6718 8.0692
35.07 N 13.7804 7.4605
35.08 N 13.0002 8.1381
35.09 N 14.0910 8.5609
35.10 N 13.6685 8.1171
35.11 N 12.5009 7.5157
35.12 N 11.7678 4.3627
35.13 N 11.1540 6.1997
35.14 N 9.1565 5.4429
35.15 L 8.4181 3.3462
35.16 L 8.5378 3.5110
35.17 L 7.0519 3.1571
35.18 L 8.2559 3.7778
35.19 L 7.5873 3.8918
35.20 L 7.8975 3.6957
35.21 L 6.8668 3.4209
35.22 L 7.0913 3.3020
35.23 L 7.5401 3.6493
35.24 L 8.1406 3.6237
35.25 N 7.1465 4.0814
35.26 L 6.2834 3.4678
35.27 L 6.2705 3.4768
35.28 L 5.5921 3.4854
35.29 L 6.0798 3.6247
35.30 L 6.5680 3.5177
35.31 D 3.5787 3.6581
35.32 L 5.0582 3.2528
35.33 L 4.8202 3.3325
35.34 N 5.6158 4.0418
35.35 N 5.9718 4.1175
35.36 L 6.8169 3.9766
35.37 L 5.8149 3.6454
35.38 L 5.5526 3.4266
35.39 L 5.6320 3.3156
35.40 L 7.7956 3.7038
35.41 L 7.7513 3.4996
35.42 L 7.5827 3.6367
35.43 L 6.3546 3.5492
35.44 L 6.3632 3.7062
35.45 L 5.3729 3.2088
35.46 L 6.8293 3.4030
35.47 L 7.8111 3.3599
35.48 L 9.1525 3.6900
35.49 L 7.8890 3.4589
35.50 L 7.6827 3.6055
35.51 L 9.5150 3.5156
35.52 L 9.1760 3.3783
35.53 L 7.4824 3.2596
35.54 L 7.1949 3.4389
35.55 L 8.1198 3.9073
35.56 N 6.9601 4.7398
35.57 L 6.5957 3.8337
35.58 N 8.2723 5.1663
35.59 N 9.3998 7.1020
35.60 N 9.7885 5.5259
35.61 N 9.9504 5.9841
35.62 N 9.9845 6.6609
35.63 N 10.6463 6.3145
35.64 N 10.8027 6.0570
35.65 N 9.6891 6.7020
35.66 N 11.0017 6.7342
35.67 N 12.2508 6.5166
35.68 N 10.5133 6.5598
35.69 N 11.8536 6.9505
35.70 N 10.1782 7.7589
35.71 N 9.4663 10.4593
35.72 N 9.1739 10.5975
35.73 N 9.7306 9.4830
35.74 N 8.8672 8.8272
35.75 N 7.4398 8.5237
35.76 N 9.0988 10.1263
35.77 N 9.6364 9.0648
35.78 N 9.7105 9.3751
35.79 N 9.0617 7.9412
35.80 N 7.8897 7.9380
35.81 N 7.6130 7.0284
35.82 N 6.6468 7.2474
35.83 N 6.2932 8.0619
35.84 N 4.6556 6.5795
35.85 S 3.6672 6.5971
35.86 S 3.3468 8.2680
35.87 S 3.2904 7.6822
35.88 S 3.2667 7.8428
35.89 N 4.2453 7.9348
35.90 N 4.3190 7.4242
35.91 N 4.6547 7.0695
35.92 N 5.4459 5.8562
35.93 N 6.3242 7.5256
35.94 N 7.8281 7.6598
35.95 N 8.6070 7.7794
35.96 N 7.3346 9.7625
35.97 N 8.3481 7.8316
35.98 N 8.0328 8.9589
35.99 N 9.1076 9.6663
36.00 N 7.7818 8.6590
36.01 N 7.6673 8.7520
36.02 N 6.4515 8.3552
36.03 N 6.7761 8.8368
36.04 N 7.1746 8.8462
36.05 N 6.3013 8.3294
36.06 N 5.6144 10.2179
36.07 N 6.0250 10.2286
36.08 N 5.9411 7.5610
36.09 N 7.0247 9.8260
36.10 N 6.4117 12.3910
36.11 N 6.1150 11.5376
36.12 N 5.5947 11.1137
36.13 N 4.0023 9.5691
36.14 N 4.1120 10.2811
36.15 S 3.1865 12.1318
36.16 S 3.2763 12.8562
36.17 S 3.4608 11.3539
36.18 S 3.0579 12.0483
36.19 S 3.8017 11.5340
36.20 S 3.9335 12.2820
36.21 S 3.8124 11.3467
36.22 S 3.6577 10.5961
36.23 S 3.8371 10.0142
36.24 N 4.1636 11.2003
36.25 S 3.7743 12.5044
36.26 S 3.2026 11.4585
36.27 S 2.5030 11.7741
36.28 S 3.1710 11.8626
36.29 S 3.8964 10.3230
36.30 N 4.4521 12.7931
36.31 N 6.8859 12.6443
36.32 N 6.6823 12.2736
36.33 N 5.7519 11.7546
36.34 N 6.1342 10.1401
36.35 N 4.6745 9.7491
36.36 N 4.7504 10.0303
36.37 N 5.0744 10.6695
36.38 N 5.7781 10.6816
36.39 N 7.5570 11.8842
36.40 N 7.6494 12.2792
36.41 N 8.7791 13.9204
36.42 N 9.9426 12.9174
36.43 N 10.8736 13.5867
36.44 N 10.5144 14.3301
36.45 N 10.6960 14.5020
36.46 N 11.0212 14.1010
36.47 N 11.4190 14.6301
36.48 N 11.6681 14.1632
36.49 N 11.1676 14.5294
36.50 N 12.0500 12.4279
36.51 N 12.0803 12.2895
36.52 N 13.0594 12.3401
36.53 N 13.1993 10.7965
36.54 N 10.8089 10.2512
36.55 N 11.3264 9.7656
36.56 N 11.9046 8.7294
36.57 N 13.2065 7.8633
36.58 N 12.3247 8.7867
36.59 N 13.3472 8.4811
36.60 N 13.2378 8.6239
36.61 N 14.3190 9.3263
36.62 N 14.1715 10.6052
36.63 N 14.1301 11.3657
36.64 N 13.0261 10.5949
36.65 N 11.7154 10.4337
36.66 N 10.5959 10.7293
36.67 N 9.2399 10.9455
36.68 N 9.6009 11.2737
36.69 N 6.9585 12.0192
36.70 N 7.9366 12.4000
36.71 N 7.7881 12.5365
36.72 N 7.3222 11.7589
36.73 N 7.6114 9.1775
36.74 N 7.3604 10.1656
36.75 N 7.9613 9.5255
36.76 N 7.5644 9.3082
36.77 N 8.1511 10.3395
36.78 N 9.0369 9.2005
36.79 N 8.5173 9.8914
36.80 N 7.5670 11.1244
36.81 N 7.9066 10.6417
36.82 N 8.7667 9.0165
36.83 N 8.8461 8.7313
36.84 N 7.9354 7.9925
36.85 N 8.6404 6.5867
36.86 N 8.0549 6.6355
36.87 N 6.7012 5.1449
36.88 N 6.9257 6.4938
36.89 N 5.1202 4.8822
36.90 N 6.1707 5.8955
36.91 N 6.3467 4.9992
36.92 L 8.2249 3.8997
36.93 N 6.1913 4.0890
36.94 N 6.5923 4.5174
36.95 N 6.6654 4.7712
36.96 N 7.4099 4.2569
36.97 N 6.4178 4.3892
36.98 L 5.8747 3.9247
36.99 N 6.8202 4.9899
37.00 N 6.0540 4.2691
37.01 N 6.2532 4.9958
37.02 N 6.3312 5.0026
37.03 N 6.8890 5.3874
37.04 N 5.7918 4.2492
37.05 N 6.1156 4.6207
37.06 N 6.3495 5.6303
37.07 N 6.8022 5.5430
37.08 N 6.6442 6.3132
37.09 N 7.6235 7.6513
37.10 N 8.6504 8.2005
37.11 N 7.1732 7.9651
37.12 N 7.6103 8.8083
37.13 N 7.1452 9.2551
37.14 N 6.7184 9.3199
37.15 N 8.7787 9.5042
37.16 N 8.6695 9.3581
37.17 N 8.4228 11.4470
37.18 N 9.1249 10.6333
37.19 N 10.3550 9.6753
37.20 N 10.3097 10.8417
37.21 N 10.6667 11.6417
37.22 N 12.3816 11.4484
37.23 N 11.0318 11.8915
37.24 N 13.0833 12.5767
37.25 N 11.9881 11.6764
37.26 N 10.4471 12.2730
37.27 N 11.7463 10.7916
37.28 N 12.8144 11.2047
37.29 N 12.5186 12.0878
37.30 N 12.4317 11.8094
37.31 N 11.5474 11.9974
37.32 N 10.4241 14.4916
37.33 N 10.8073 13.1845
37.34 N 8.5185 10.6374
37.35 N 9.6522 11.7898
37.36 N 9.8648 10.9553
37.37 N 11.3126 12.6052
37.38 N 12.3018 13.1743
37.39 N 11.8067 12.2307
37.40 N 11.3591 11.9037
37.41 N 10.4813 11.9510
37.42 N 13.2637 12.9161
37.43 N 13.9513 12.5832
37.44 N 14.4397 13.2515
37.45 N 12.8025 11.9859
37.46 N 14.4097 12.9907
37.47 N 15.3073 13.1212
37.48 N 14.7849 14.2778
37.49 N 13.0314 13.3382
37.50 N 12.5808 13.3077
37.51 N 10.7068 13.5851
37.52 N 11.7364 11.7453
37.53 N 11.5204 11.3764
37.54 N 12.5408 12.1648
37.55 N 12.6077 9.1859
37.56 N 10.8721 7.6935
37.57 N 11.2496 10.3200
37.58 N 11.0444 10.6926
37.59 N 11.4384 10.1956
37.60 N 13.1071 10.5402
37.61 N 14.5571 9.2723
37.62 N 12.9888 9.5870
37.63 N 12.4230 7.4869
37.64 N 12.4992 6.2932
37.65 N 11.3319 6.6527
37.66 N 10.6854 6.7107
37.67 N 10.5276 7.0272
37.68 N 10.9441 7.5523
37.69 N 13.3989 8.6771
37.70 N 12.8519 8.1086
37.71 N 10.9323 8.9785
37.72 N 10.9711 6.8001
37.73 N 10.0664 7.1442
37.74 N 9.8656 6.9616
37.75 N 10.3935 8.6931
37.76 N 11.9048 10.6303
37.77 N 8.8596 7.5308
37.78 N 7.3430 7.4101
37.79 N 7.5367 7.6648
37.80 N 8.9544 9.0400
37.81 N 9.9961 9.1016
37.82 N 9.1929 8.8736
37.83 N 9.7153 9.1353
37.84 N 10.5218 9.2906
37.85 N 9.4384 7.5828
37.86 N 11.8374 9.8434
37.87 N 12.7709 11.3342
37.88 N 14.3409 11.1314
37.89 N 13.9863 11.5405
37.90 N 14.6092 11.1891
37.91 N 13.6553 10.0247
37.92 N 12.2770 9.1355
37.93 N 12.8286 9.4538
37.94 N 10.7718 8.7460
37.95 N 11.8715 9.3114
37.96 N 12.2113 10.6741
37.97 N 11.5886 11.1582
37.98 N 11.4642 10.8925
37.99 N 10.9341 12.5049
38.00 N 8.3134 10.7454
38.01 N 6.9326 11.3731
38.02 N 8.3212 12.3839
38.03 N 6.2238 10.8567
38.04 N 7.0500 10.6142
38.05 N 6.6324 10.4331
38.06 N 7.1396 7.8923
38.07 N 5.5894 6.9369
38.08 N 4.9690 9.6782
38.09 S 3.9214 7.6055
38.10 N 4.5050 7.2982
38.11 S 3.7575 8.2174
38.12 S 3.4794 6.9428
38.13 N 4.1995 7.0250
38.14 S 3.8295 7.6025
38.15 S 3.5601 6.5659
38.16 S 3.8149 5.7880
38.17 S 3.9764 5.9002
38.18 S 3.1583 8.1201
38.19 S 3.3768 8.0334
38.20 S 3.7111 7.6995
38.21 S 3.3398 8.2046
38.22 N 4.9157 8.7737
38.23 N 5.5170 8.7701
38.24 N 5.8038 7.7853
38.25 N 7.5802 8.9604
38.26 N 5.8542 8.2128
38.27 N 5.6467 7.8405
38.28 N 6.2389 6.3250
38.29 N 7.4808 7.1597
38.30 N 7.7164 6.5444
38.31 N 8.4303 6.2180
38.32 N 7.1561 5.8174
38.33 N 7.2172 6.3789
38.34 N 6.5022 6.4859
38.35 N 8.3115 7.9817
38.36 N 4.7026 8.7096
38.37 N 6.9323 8.4173
38.38 N 9.7180 9.6599
38.39 N 10.5641 9.6134
38.40 N 10.9224 9.7132
38.41 N 11.8186 10.8075
38.42 N 11.0443 10.9312
38.43 N 12.9572 11.9497
38.44 N 14.2110 11.2300
38.45 N 14.8213 12.7315
38.46 N 18.6784 12.7035
38.47 N 18.7202 11.1596
38.48 N 17.7126 10.2995
38.49 N 15.6553 9.7720
38.50 N 15.5312 9.9822
38.51 N 16.3107 9.3187
38.52 N 14.7443 8.5975
38.53 N 13.8565 7.8948
38.54 N 13.2618 7.0104
38.55 N 13.1979 6.6392
38.56 N 14.1733 8.3875
38.57 N 13.5314 7.5128
38.58 N 14.2767 7.6853
38.59 N 13.5119 8.1182
38.60 N 13.6893 7.0810
38.61 N 13.3445 6.8493
38.62 N 10.8835 6.3475
38.63 N 11.1839 6.1569
38.64 N 11.5371 6.2018
38.65 N 13.0666 8.0950
38.66 N 11.9351 8.3928
38.67 N 11.4377 8.2335
38.68 N 11.9706 8.3705
38.69 N 10.9546 6.6517
38.70 N 11.2697 7.0286
38.71 N 12.2574 7.8321
38.72 N 12.3334 9.6098
38.73 N 12.1030 7.1444
38.74 N 12.3196 8.4527
38.75 N 14.3217 9.8759
38.76 N 15.0125 10.8245
38.77 N 14.3556 12.1998
38.78 N 13.8790 11.1405
38.79 N 13.3688 11.3066
38.80 N 14.7423 12.0851
38.81 N 15.8230 12.4257
38.82 N 14.2161 12.3340
38.83 N 17.4265 13.6000
38.84 N 16.4231 14.3172
38.85 N 18.3563 13.0487
38.86 N 16.8247 12.2053
38.87 N 16.6456 12.6160
38.88 N 17.4160 12.2187
38.89 N 17.7032 14.7257
38.90 N 17.7385 14.0727
38.91 N 15.0263 12.2330
38.92 N 15.3399 9.5996
38.93 N 13.6364 10.6482
38.94 N 14.0446 10.3847
38.95 N 12.6489 9.7834
38.96 N 12.1607 9.2278
38.97 N 8.9833 11.2751
38.98 N 10.6944 13.4394
38.99 N 12.7560 12.7401
39.00 N 14.8950 13.0815
39.01 N 15.5437 14.5795
39.02 N 15.6323 14.2921
39.03 N 15.3607 12.9327
39.04 N 13.8984 14.3866
39.05 N 13.3343 14.5017
39.06 N 14.2390 15.1784
39.07 N 15.1444 13.4474
39.08 N 15.8142 13.9603
39.09 N 15.1366 12.8865
39.10 N 14.4026 11.1051
39.11 N 14.7468 11.3532
39.12 N 16.1912 12.3221
39.13 N 15.1982 10.2257
39.14 N 15.4170 10.3769
39.15 N 15.2184 12.8308
39.16 N 16.0204 12.1602
39.17 N 13.6249 15.7423
39.18 N 13.4890 15.5750
39.19 N 14.8890 13.7468
39.20 N 14.3043 13.4540
39.21 N 13.8921 13.2652
39.22 N 12.4914 12.7300
39.23 N 11.7331 13.7951
39.24 N 10.7000 15.0691
39.25 N 9.3186 14.5890
39.26 N 8.6746 13.4087
39.27 N 8.2301 13.3637
39.28 N 8.4472 13.2406
39.29 N 7.0624 11.6170
39.30 N 7.4567 11.0011
39.31 N 7.7041 12.2193
39.32 N 6.5711 10.1734
39.33 N 5.7616 9.1517
39.34 N 4.2254 8.4689
39.35 N 5.7569 10.3458
39.36 N 7.9248 11.0920
39.37 N 9.4019 13.5883
39.38 N 9.3595 12.1132
39.39 N 9.4980 12.3825
39.40 N 9.6561 12.8390
39.41 N 8.8494 14.0257
39.42 N 9.6866 13.9268
39.43 N 12.1417 11.7041
39.44 N 12.1740 13.2667
39.45 N 13.7922 13.4206
39.46 N 12.5645 9.7343
39.47 N 10.7290 10.1115
39.48 N 12.8523 9.8718
39.49 N 12.2813 10.4272
39.50 N 11.0312 10.3648
39.51 N 10.6710 10.0929
39.52 N 11.0215 10.5840
39.53 N 11.1293 10.8430
39.54 N 11.4626 11.7554
39.55 N 11.4064 10.2936
39.56 N 11.3570 9.1827
39.57 N 12.0797 9.9153
39.58 N 13.0753 11.0237
39.59 N 12.5356 11.5197
39.60 N 12.0184 10.5722
39.61 N 13.0657 10.1377
39.62 N 13.7438 11.3491
39.63 N 13.6514 12.1242
39.64 N 14.6717 12.6040
39.65 N 13.2921 12.7754
39.66 N 15.1543 13.7278
39.67 N 15.9206 14.9459
39.68 N 16.3321 14.8174
39.69 N 17.4833 16.7200
39.70 N 16.9506 17.5768
39.71 N 16.8232 16.5145
39.72 N 17.1676 17.4748
39.73 N 15.9940 18.0385
39.74 N 13.1723 17.3207
39.75 N 14.3415 17.1491
39.76 N 13.2809 18.7492
39.77 N 12.8540 18.9668
39.78 N 13.7704 19.2505
39.79 N 12.9799 18.4972
39.80 N 11.1796 18.0881
39.81 N 11.9845 18.7838
39.82 N 12.0450 19.3680
39.83 N 9.0619 16.4046
39.84 N 8.2901 15.8901
39.85 N 6.9090 14.8949
39.86 N 6.0875 12.9647
39.87 N 6.4733 13.0384
39.88 N 8.0679 14.7000
39.89 N 9.1136 13.3956
39.90 N 9.3875 13.2659
39.91 N 9.5010 12.8019
39.92 N 9.2403 12.1085
39.93 N 10.9087 13.1409
39.94 N 9.7374 12.2700
39.95 N 6.1869 8.9633
39.96 N 9.3701 12.6597
39.97 N 10.3407 12.3724
39.98 N 9.5369 12.6864
39.99 N 8.7057 13.3790
40.00 N 10.5279 15.3741
40.01 N 10.7861 15.4337
40.02 N 10.2646 14.8186
40.03 N 9.2761 15.3936
40.04 N 10.5376 16.0325
40.05 N 9.9236 16.5811
40.06 N 11.5165 14.5577
40.07 N 14.1804 15.5719
40.08 N 13.4250 14.6340
40.09 N 15.5184 16.7968
40.10 N 15.8238 16.9279
40.11 N 15.7445 17.6677
40.12 N 16.1674 17.0534
40.13 N 17.4429 17.1685
40.14 N 14.9401 17.9514
40.15 N 14.3905 16.5996
40.16 N 15.2177 17.7181
40.17 N 16.6109 15.2134
40.18 N 14.4705 17.9035
40.19 N 14.1615 16.6850
40.20 N 15.0068 16.5396
40.21 N 14.3136 15.4949
40.22 N 13.3502 14.3376
40.23 N 12.5347 14.1343
40.24 N 12.5855 16.2150
40.25 N 12.0625 16.2068
40.26 N 10.4047 15.8290
40.27 N 8.9989 15.0177
40.28 N 9.9277 16.4411
40.29 N 10.1312 14.7508
40.30 N 10.4700 16.7605
40.31 N 10.8705 17.0667
40.32 N 11.7718 17.5695
40.33 N 11.6121 18.0936
40.34 N 11.7540 17.1047
40.35 N 7.6772 16.9939
40.36 N 9.8898 15.6644
40.37 N 12.2242 15.4739
40.38 N 11.6426 16.7186
40.39 N 10.2070 16.0028
40.40 N 11.7918 16.2182
40.41 N 10.9444 16.3061
40.42 N 11.3478 17.5706
40.43 N 10.8861 15.4523
40.44 N 11.0613 13.7541
40.45 N 9.6333 14.4860
40.46 N 12.0910 15.1292
40.47 N 11.3262 14.1806
40.48 N 10.6676 13.4833
40.49 N 10.6716 12.7174
40.50 N 12.2172 12.5430
40.51 N 11.7570 10.9396
40.52 N 11.7994 11.4423
40.53 N 12.9383 10.7896
40.54 N 12.7154 10.9428
40.55 N 10.1306 11.1552
40.56 N 9.5412 12.3916
40.57 N 9.8306 11.3602
40.58 N 8.6611 11.9645
40.59 N 8.7653 12.2844
40.60 N 9.1330 10.5532
40.61 N 9.4162 11.1925
40.62 N 8.0165 11.8680
40.63 N 7.1074 11.8445
40.64 N 6.7419 13.5277
40.65 N 7.8644 10.3610
40.66 N 8.4743 9.1368
40.67 N 8.9340 8.4740
40.68 N 9.5344 8.9367
40.69 N 7.5162 10.3249
40.70 N 6.8005 9.1709
40.71 N 6.0258 8.6140
40.72 N 7.1933 8.5752
40.73 N 7.2269 10.5574
40.74 N 5.5822 10.6961
40.75 N 5.6235 10.3063
40.76 N 6.6466 8.8048
40.77 N 6.3247 11.9174
40.78 N 8.2678 14.9785
40.79 N 7.7786 15.0993
40.80 N 8.6636 15.7406
40.81 N 9.1358 15.3870
40.82 N 8.7210 14.3933
40.83 N 11.3671 15.8303
40.84 N 11.3412 14.8209
40.85 N 11.4882 15.4152
40.86 N 10.1170 16.0837
40.87 N 12.5932 14.5282
40.88 N 13.9370 16.1787
40.89 N 13.1022 15.0204
40.90 N 14.4607 16.7558
40.91 N 15.4981 16.5797
40.92 N 13.7802 13.9371
40.93 N 15.2377 15.1328
40.94 N 15.1205 16.6664
40.95 N 14.7497 16.4125
40.96 N 15.3485 17.7018
40.97 N 13.8048 18.2269
40.98 N 16.2006 16.8959
40.99 N 14.2236 18.4896
41.00 N 12.3459 16.6389
41.01 N 14.8510 17.8028
41.02 N 12.8931 17.1548
41.03 N 13.5619 17.0273
41.04 N 14.0800 16.3419
41.05 N 13.9864 17.5361
41.06 N 10.4489 16.1950
41.07 N 10.4121 13.5837
41.08 N 11.7214 14.3664
41.09 N 11.6007 15.2832
41.10 N 12.6242 15.9092
41.11 N 11.4320 15.1729
41.12 N 11.0424 16.0066
41.13 N 13.7580 15.9319
41.14 N 9.9558 13.3092
41.15 N 11.5252 14.4778
41.16 N 11.9774 13.5981
41.17 N 12.2578 15.6637
41.18 N 13.0590 16.0872
41.19 N 14.0150 14.9981
41.20 N 12.7419 15.9239
41.21 N 13.0036 14.3685
41.22 N 11.3327 13.1622
41.23 N 11.4007 14.8454
41.24 N 11.1734 14.2560
41.25 N 10.7383 14.1287
41.26 N 12.1165 14.5521
41.27 N 13.2161 14.2719
41.28 N 12.6624 14.6458
41.29 N 13.8907 13.6457
41.30 N 12.6774 12.5082
41.31 N 12.4733 12.7526
41.32 N 12.3583 14.9261
41.33 N 10.4901 14.2233
41.34 N 10.9098 11.1356
41.35 N 10.2207 12.6603
41.36 N 8.7139 11.3468
41.37 N 6.5858 12.4289
41.38 N 8.0658 11.9627
41.39 N 8.8035 11.9321
41.40 N 8.6381 13.4520
41.41 N 7.0077 12.0299
41.42 N 8.3879 13.2881
41.43 N 8.6858 12.2734
41.44 N 7.9962 14.7153
41.45 N 8.3303 15.5003
41.46 N 7.4281 13.9588
41.47 N 9.7429 13.6637
41.48 N 9.9209 15.0656
41.49 N 8.9282 13.9564
41.50 N 10.0947 16.7731
41.51 N 10.6158 17.4003
41.52 N 11.4087 13.2772
41.53 N 11.6078 13.9048
41.54 N 12.3436 13.3547
41.55 N 11.9517 14.4616
41.56 N 10.7724 13.7731
41.57 N 10.4240 15.1400
41.58 N 9.6614 15.2268
41.59 N 9.3038 14.2016
41.60 N 11.5352 12.5757
41.61 N 11.9662 11.1219
41.62 N 12.8032 11.1079
41.63 N 12.6451 12.1377
41.64 N 10.8864 12.2306
41.65 N 9.4712 12.1666
41.66 N 9.7449 12.6100
41.67 N 10.0302 13.2893
41.68 N 10.6196 14.0763
41.69 N 11.6797 14.6972
41.70 N 12.3295 14.8019
41.71 N 13.8906 16.0952
41.72 N 12.4444 15.8898
41.73 N 13.1149 14.9445
41.74 N 9.8652 14.3706
41.75 N 10.9628 13.6960
41.76 N 10.9797 14.1016
41.77 N 10.7464 14.1217
41.78 N 9.7972 15.1515
41.79 N 8.9119 15.2224
41.80 N 9.8719 13.6489
41.81 N 9.3338 15.3950
41.82 N 8.6948 13.8264
41.83 N 9.6794 13.7377
41.84 N 9.5432 15.7983
41.85 N 7.6006 13.8339
41.86 N 8.2971 14.7054
41.87 N 8.9533 14.7694
41.88 N 9.4399 14.0906
41.89 N 8.5022 14.5570
41.90 N 7.7455 13.7646
41.91 N 8.0694 13.0847
41.92 N 8.6757 13.7144
41.93 N 9.0270 13.7971
41.94 N 9.1821 14.6724
41.95 N 9.2785 15.2384
41.96 N 8.9263 15.4661
41.97 N 8.8678 14.4945
41.98 N 9.5036 14.6851
41.99 N 9.5231 14.7312
42.00 N 8.8429 14.2458
42.01 N 9.1172 15.3280
42.02 N 8.8993 14.8392
42.03 N 9.7296 14.6427
42.04 N 10.9316 13.9416
42.05 N 10.5484 14.3455
42.06 N 10.5945 13.1193
42.07 N 8.4685 14.1656
42.08 N 7.3089 12.7469
42.09 N 7.5812 12.7539
42.10 N 8.3248 13.8313
42.11 N 8.5202 13.8776
42.12 N 9.7646 14.3940
42.13 N 7.1198 11.5488
42.14 N 6.2124 11.7820
42.15 N 6.6310 11.3868
42.16 N 6.0230 11.5873
42.17 N 7.0185 12.2388
42.18 N 7.6486 12.5819
42.19 N 6.5862 13.0234
42.20 N 6.9815 13.9348
42.21 N 6.7392 14.0341
42.22 N 6.6997 13.9919
42.23 N 5.7800 11.4051
42.24 N 6.3641 11.1554
42.25 N 5.8624 10.8743
42.26 N 6.1204 11.1297
42.27 N 6.2374 11.8436
42.28 N 6.1088 14.2273
42.29 N 5.7949 14.1166
42.30 N 6.4342 14.0055
42.31 N 6.2053 13.8159
42.32 N 7.4264 14.2734
42.33 N 6.3677 14.0683
42.34 N 6.1331 15.1141
42.35 N 6.1221 12.8750
42.36 N 5.6312 12.8959
42.37 N 6.1919 13.4621
42.38 S 3.7621 12.6409
42.39 N 6.8908 12.9289
42.40 N 5.9774 13.2574
42.41 N 5.8238 13.3170
42.42 N 5.7660 14.0589
42.43 N 9.0862 15.2497
42.44 N 9.1662 15.6458
42.45 N 8.3325 12.6873
42.46 N 7.3606 12.2986
42.47 N 8.9365 11.1922
42.48 N 8.7765 10.3333
42.49 N 9.4133 9.7652
42.50 N 9.6648 9.4250
42.51 N 10.4021 9.0270
42.52 N 9.4420 10.2685
42.53 N 9.8941 10.5825
42.54 N 10.4181 10.5005
42.55 N 8.9430 9.3750
42.56 N 10.4111 10.7159
42.57 N 11.5895 11.9280
42.58 N 11.7106 10.8157
42.59 N 12.0965 10.5306
42.60 N 12.4614 11.9482
42.61 N 12.8695 10.6218
42.62 N 12.8780 10.7837
42.63 N 12.9739 11.4832
42.64 N 12.1727 12.2983
42.65 N 13.5366 11.9239
42.66 N 12.2362 11.8862
42.67 N 11.7230 12.4760
42.68 N 12.8860 12.7043
42.69 N 12.1155 11.7482
42.70 N 10.7322 10.7853
42.71 N 12.0292 12.4821
42.72 N 11.0315 12.7087
42.73 N 10.2882 10.2642
42.74 N 11.0554 10.7221
42.75 N 9.8995 11.0139
42.76 N 8.8426 10.9130
42.77 N 9.3062 11.0938
42.78 N 10.0591 10.5447
42.79 N 10.8961 11.1014
42.80 N 11.4988 11.7241
42.81 N 10.6182 8.7258
42.82 N 10.6825 9.4020
42.83 N 9.2219 11.0901
42.84 N 7.6988 10.1323
42.85 N 7.9759 10.2948
42.86 N 8.1610 10.2148
42.87 N 7.0108 9.0094
42.88 N 7.8277 9.6483
42.89 N 8.8430 11.1459
42.90 N 9.7165 11.7497
42.91 N 8.5453 9.9793
42.92 N 9.1350 9.8343
42.93 N 7.8747 9.8385
42.94 N 6.4879 9.0149
42.95 N 6.9892 8.3920
42.96 N 6.2621 9.4590
42.97 N 6.6134 9.9597
42.98 N 6.7479 9.3234
42.99 N 6.3309 9.3768
43.00 N 6.7622 10.2650
43.01 N 6.7643 8.5434
43.02 N 8.0033 9.0412
43.03 N 9.8185 8.2961
43.04 N 11.3658 9.7447
43.05 N 7.9408 8.5507
43.06 N 8.0691 9.3948
43.07 N 9.0655 8.8165
43.08 N 9.7532 9.6768
43.09 N 10.5813 9.8986
43.10 N 11.0475 9.2442
43.11 N 9.5800 8.9225
43.12 N 11.4245 8.9949
43.13 N 12.5129 8.4246
43.14 N 10.7728 9.4019
43.15 N 12.4696 9.2622
43.16 N 12.6485 9.6819
43.17 N 13.6321 10.0430
43.18 N 12.5361 10.0617
43.19 N 12.8338 10.8966
43.20 N 13.4902 12.0777
43.21 N 14.4160 12.5207
43.22 N 15.4622 11.7510
43.23 N 16.2155 10.7967
43.24 N 16.6392 11.1397
43.25 N 16.3666 12.2282
43.26 N 15.6598 11.4085
43.27 N 15.3795 11.6551
43.28 N 15.1234 12.6366
43.29 N 13.0165 11.3297
43.30 N 13.4048 11.9428
43.31 N 15.0232 13.9939
43.32 N 16.1186 15.7860
43.33 N 15.3925 13.9656
43.34 N 15.2789 15.6871
43.35 N 14.8304 14.6946
43.36 N 14.6056 14.9275
43.37 N 13.3294 13.4125
43.38 N 12.4589 12.7480
43.39 N 11.3743 11.6523
43.40 N 10.4040 10.4317
43.41 N 9.8566 11.5897
43.42 N 9.4851 10.9087
43.43 N 7.9844 11.2537
43.44 N 10.2780 11.0586
43.45 N 11.4748 12.1884
43.46 N 10.0298 12.1683
43.47 N 9.3451 12.5101
43.48 N 9.4199 12.0354
43.49 N 7.5771 9.4966
43.50 N 10.6199 12.5462
43.51 N 11.2547 11.3060
43.52 N 11.5805 10.8354
43.53 N 11.7932 10.6302
43.54 N 12.3325 11.4249
