model,COMBO_011_R01,COMBO_011_R02,COMBO_011_R03,COMBO_011_R04,COMBO_011_R05,COMBO_011_R06,COMBO_011_R07,COMBO_011_R08,COMBO_011_R09,COMBO_011_R10,COMBO_011_R11,COMBO_011_R12,COMBO_011_R13,COMBO_011_R14,COMBO_011_R15,COMBO_011_R16,COMBO_011_R17,COMBO_011_R18,COMBO_011_R19,COMBO_011_R20,COMBO_011_R21,COMBO_011_R22,COMBO_011_R23,COMBO_011_R24,COMBO_011_R25,COMBO_011_R26,COMBO_011_R27,COMBO_011_R28,COMBO_011_R29,COMBO_011_R30,COMBO_025_R01,COMBO_025_R02,COMBO_025_R03,COMBO_025_R04,COMBO_025_R05,COMBO_025_R06,COMBO_025_R07,COMBO_025_R08,COMBO_025_R09,COMBO_025_R10,COMBO_025_R11,COMBO_025_R12,COMBO_025_R13,COMBO_025_R14,COMBO_025_R15,COMBO_025_R16,COMBO_025_R17,COMBO_025_R18,COMBO_025_R19,COMBO_025_R20,COMBO_025_R21,COMBO_025_R22,COMBO_025_R23,COMBO_025_R24,COMBO_025_R25,COMBO_025_R26,COMBO_025_R27,COMBO_025_R28,COMBO_025_R29,COMBO_025_R30,COMBO_030_R01,COMBO_030_R02,COMBO_030_R03,COMBO_030_R04,COMBO_030_R05,COMBO_030_R06,COMBO_030_R07,COMBO_030_R08,COMBO_030_R09,COMBO_030_R10,COMBO_030_R11,COMBO_030_R12,COMBO_030_R13,COMBO_030_R14,COMBO_030_R15,COMBO_030_R16,COMBO_030_R17,COMBO_030_R18,COMBO_030_R19,COMBO_030_R20,COMBO_030_R21,COMBO_030_R22,COMBO_030_R23,COMBO_030_R24,COMBO_030_R25,COMBO_030_R26,COMBO_030_R27,COMBO_030_R28,COMBO_030_R29,COMBO_030_R30,COMBO_031_R01,COMBO_031_R02,COMBO_031_R03,COMBO_031_R04,COMBO_031_R05,COMBO_031_R06,COMBO_031_R07,COMBO_031_R08,COMBO_031_R09,COMBO_031_R10,COMBO_031_R11,COMBO_031_R12,COMBO_031_R13,COMBO_031_R14,COMBO_031_R15,COMBO_031_R16,COMBO_031_R17,COMBO_031_R18,COMBO_031_R19,COMBO_031_R20,COMBO_031_R21,COMBO_031_R22,COMBO_031_R23,COMBO_031_R24,COMBO_031_R25,COMBO_031_R26,COMBO_031_R27,COMBO_031_R28,COMBO_031_R29,COMBO_031_R30,COMBO_044_R01,COMBO_044_R02,COMBO_044_R03,COMBO_044_R04,COMBO_044_R05,COMBO_044_R06,COMBO_044_R07,COMBO_044_R08,COMBO_044_R09,COMBO_044_R10,COMBO_044_R11,COMBO_044_R12,COMBO_044_R13,COMBO_044_R14,COMBO_044_R15,COMBO_044_R16,COMBO_044_R17,COMBO_044_R18,COMBO_044_R19,COMBO_044_R20,COMBO_044_R21,COMBO_044_R22,COMBO_044_R23,COMBO_044_R24,COMBO_044_R25,COMBO_044_R26,COMBO_044_R27,COMBO_044_R28,COMBO_044_R29,COMBO_044_R30
COMBO_031_R25,8.228821,8.253653,8.978824,7.239580,7.640267,8.288206,8.137064,9.004337,7.689077,7.302295,8.041284,7.749725,8.076015,7.380720,7.812222,7.617632,7.629653,7.767241,8.096959,7.686960,8.419859,8.671141,7.969151,7.496456,7.724549,9.551670,7.891230,8.093524,7.881722,7.962237,7.944490,8.722096,11.210681,7.929495,12.483167,11.325483,10.091661,7.848797,8.009703,8.469973,7.538335,8.253188,8.884178,8.078104,8.211442,7.737458,7.529031,8.242790,7.355554,7.872155,8.856581,8.117960,7.795192,7.610005,7.407715,8.323806,9.989658,9.141371,12.478806,8.984340,7.972746,8.048338,6.300177,7.656648,8.006127,6.386643,7.653806,8.064614,9.754446,9.784556,8.001899,7.952002,6.716845,6.660600,6.926410,7.976018,6.879664,6.445027,7.077120,9.699826,6.513937,7.942257,8.044081,9.605016,7.985529,7.616828,7.632070,7.882043,6.714245,7.876574,2.490076,6.933446,6.284222,2.619680,2.540237,0.938448,0.834663,1.827301,1.619484,8.679455,6.801402,3.152355,7.175177,1.669947,1.044765,5.219420,2.710012,0.882201,0.428414,1.479572,1.087967,2.266507,1.196624,2.124210,0.000000,1.551992,6.801263,0.694459,3.203711,8.518667,10.280309,9.331155,10.411769,8.900788,9.412306,9.610675,9.193559,11.420147,7.624431,9.442725,9.869654,9.036215,10.455122,7.920449,6.977269,9.412569,6.782878,10.259816,9.438634,9.270309,8.978163,9.572365,6.533425,9.076107,9.505623,9.952778,10.487689,9.137504,6.786084,9.252801
COMBO_031_R26,8.151033,8.227895,9.249922,7.461248,7.836515,8.542741,7.897570,9.259533,7.873089,7.234435,8.193100,7.928201,8.284990,7.551097,7.975898,7.792691,7.545245,7.574064,8.088587,7.873703,8.533172,8.619225,7.934762,7.285813,7.522888,9.622640,7.757606,8.052429,7.783544,7.791340,7.768865,8.615095,11.420276,7.745118,12.540865,11.656507,10.357197,7.843591,7.838205,8.474722,7.368031,8.081066,8.736894,8.084735,8.051346,7.558483,7.338832,8.272368,7.369816,7.900648,8.697193,7.959639,7.624966,7.579053,7.205369,8.361654,9.896618,9.016194,12.550110,8.917191,8.187899,8.269556,6.050215,7.928325,8.229152,6.093042,7.920889,8.318220,9.715990,9.753966,8.226453,8.177327,7.021820,6.952550,7.240295,8.186742,7.151398,6.757693,7.040997,9.689648,6.835967,8.151118,8.251945,9.590088,8.195130,7.925039,7.929715,8.093872,7.013183,8.106009,1.674154,6.859052,6.142117,1.887700,2.257005,1.800028,1.791190,1.151199,0.443557,8.672298,7.056894,2.505460,7.397863,1.725488,1.991665,5.643130,1.953191,1.706741,1.671178,0.633148,1.818203,1.774638,1.733190,2.440916,1.551992,0.000000,6.703478,1.789946,3.355303,8.779661,10.192813,9.220464,10.380559,9.079055,9.325491,9.848945,9.098780,11.634414,8.072477,9.273610,9.848867,9.277729,10.690811,8.350742,7.502901,9.708336,7.314993,10.246421,9.561671,9.213902,9.198620,9.813412,7.081382,9.338654,9.354829,9.925878,10.453576,9.456564,7.303271,9.550043
COMBO_031_R27,6.905543,8.396873,8.973349,9.362800,6.110050,9.110576,4.980770,9.119927,6.044573,6.661134,5.857046,5.942834,6.813450,9.582456,5.889996,5.828605,6.376492,5.014100,7.361569,6.195372,7.185629,7.338867,7.006337,5.212707,5.563204,6.000894,5.914032,7.085874,6.811447,5.352770,7.479591,8.575253,9.136779,7.197728,9.795613,11.424095,9.653588,7.548688,7.508577,8.589856,7.565652,7.508425,7.871030,7.616694,7.269246,7.885872,7.654304,7.733899,7.660580,7.657294,7.589561,7.905333,7.572776,7.215772,7.197932,8.236148,8.113842,7.480475,9.956954,8.954567,7.363890,7.411560,5.728370,7.681100,7.527168,5.537927,8.494809,7.202414,7.403163,7.435280,7.392978,7.274763,8.338591,8.454995,8.424610,7.389399,8.068991,8.391021,6.474626,7.439772,8.407251,7.617662,7.334380,7.335449,7.359806,7.618781,8.013247,7.468866,8.459702,7.450192,6.213941,0.795410,1.376419,6.394957,6.758492,6.737097,6.923940,6.868544,6.774137,8.576662,8.838064,6.225885,5.851866,6.904558,7.141891,8.218836,6.228679,6.733306,6.895263,6.975621,6.805779,7.037938,6.527973,6.860009,6.801263,6.703478,0.000000,6.905742,7.901182,8.593582,6.093651,6.016619,6.547044,9.808199,6.347497,9.452515,5.906714,10.576474,9.429896,4.831666,7.237996,9.998237,10.752267,9.557448,9.170761,10.131915,9.117778,7.520136,10.255825,6.313231,9.892529,9.394665,9.033255,10.050972,4.957808,7.322747,6.589912,9.958592,9.012278,9.954575
COMBO_031_R28,8.584685,8.502297,9.209284,7.520341,7.613548,8.550862,8.445967,9.278363,7.667216,7.662865,8.053249,7.724859,7.817917,7.643922,7.812415,7.577814,7.993018,8.100327,8.428669,7.667382,8.170330,9.007684,8.322255,7.827803,8.092883,9.573072,8.251069,8.446068,8.228980,8.299632,8.201006,9.027929,11.102628,8.215156,12.736625,11.227368,9.997533,8.117603,8.268585,8.723622,7.761101,8.516758,9.141488,8.343914,8.478042,7.987045,7.778608,8.497875,7.642926,8.126824,9.125824,8.359424,8.039581,7.908025,7.669925,8.550505,10.254669,9.421872,12.729311,9.215400,7.702962,7.788602,6.672545,7.360986,7.740010,6.708912,7.543023,7.819511,9.902887,9.917622,7.734806,7.682777,6.437440,6.375550,6.675224,7.705602,6.598528,6.173747,7.461734,9.789040,6.255028,7.675853,7.779098,9.695369,7.715374,7.375558,7.471194,7.603148,6.500833,7.595949,2.647223,7.004643,6.433943,2.665038,2.210791,1.091186,0.660476,2.037599,1.832468,8.685266,6.560432,3.226117,7.008028,1.647661,1.059961,5.061810,2.853606,1.212359,0.480609,1.670931,0.940963,2.078161,1.312729,1.987293,0.694459,1.789946,6.905742,0.000000,3.114555,8.488755,10.392204,9.532354,10.427818,8.883707,9.596034,9.505684,9.431975,11.292214,7.643187,9.518072,10.158566,9.027033,10.398180,7.931289,6.914754,9.399156,6.732354,10.514082,9.545288,9.507984,8.952390,9.459619,6.494591,9.059712,9.561781,10.246963,10.521375,9.095329,6.717944,9.229944
COMBO_031_R29,8.931268,7.682663,8.496106,6.335362,7.715859,7.927943,8.957241,8.494880,7.768282,8.117570,8.276948,7.917943,7.931053,6.375930,7.994909,7.744364,8.478547,8.598592,8.754380,7.751517,7.978967,9.282869,8.591911,8.448335,8.343469,9.159824,8.732869,8.739255,8.740939,8.787147,8.870027,9.213573,11.537404,9.037515,12.373035,10.850261,9.649258,8.783494,8.871362,9.624323,8.620763,9.167463,9.760111,8.964066,9.245467,8.903577,8.718046,9.035278,8.584317,8.718850,9.638069,9.409755,8.627864,8.889291,8.404723,9.292342,10.925903,10.084841,12.444317,10.157105,7.190101,7.293417,6.807664,6.772445,7.194565,6.937385,6.677992,7.385238,9.592699,9.549120,7.159485,7.198725,6.301808,6.279376,6.485323,7.124499,6.370700,5.991683,6.950518,9.397905,6.045825,7.252269,7.280571,9.270288,7.176156,6.681464,6.868309,7.068287,6.065080,7.114968,4.703414,8.062167,7.666926,4.761180,3.453660,3.060202,3.489917,3.163920,3.543682,7.782292,7.136862,5.230620,7.275089,3.113465,3.393647,5.975848,4.690397,3.301285,3.238872,2.959739,3.737272,4.091969,4.001704,4.415993,3.203711,3.355303,7.901182,3.114555,0.000000,7.620774,10.323285,9.587840,10.192878,8.184919,9.553591,8.807813,9.575397,11.080232,6.865039,9.699897,10.261706,8.275741,9.599463,7.198877,5.521629,8.818212,5.320341,10.699973,9.060140,9.658815,8.251359,8.777494,5.064459,8.286932,9.690643,10.403118,10.305936,8.524193,5.392760,8.545629
COMBO_031_R30,9.885554,7.508987,7.331643,8.616430,8.124306,7.679870,9.727418,7.771908,8.118496,9.455033,8.358918,8.081194,6.968618,8.754581,8.331632,7.833005,9.675658,9.701856,9.533503,8.128778,6.863930,9.988186,9.543869,9.918279,8.465988,8.596155,9.705566,9.631573,10.078171,9.884256,10.918262,10.978524,9.575907,10.909686,12.052237,11.981115,8.370000,10.568398,10.780407,10.727895,11.153549,11.106741,11.468296,10.634067,11.434320,10.926592,10.871404,10.308379,10.325859,10.297248,10.996813,11.590271,10.620763,10.759178,10.715910,11.094385,12.543885,11.865454,11.942286,10.904348,4.860323,4.794985,8.006040,4.956805,4.530161,7.876932,3.018761,5.053294,9.915366,9.740465,4.905880,4.949578,4.807059,4.933024,4.359172,5.108491,4.730992,5.050095,8.217573,9.663158,4.898826,4.211631,4.849550,9.416141,4.985075,4.353481,3.279049,4.839671,4.625449,4.745335,9.329568,8.871098,9.266643,9.468907,8.666880,8.465807,8.784143,8.895879,8.923987,1.816493,7.979878,9.743735,8.020580,8.763642,8.786053,10.366357,9.403672,8.604827,8.579793,8.681154,8.773458,9.322861,8.859714,9.078561,8.518667,8.779661,8.593582,8.488755,7.620774,0.000000,9.050942,9.662691,8.627793,8.719188,9.710342,7.471370,9.754890,10.238844,8.269081,8.989476,10.841203,8.901930,9.556141,8.417510,7.481394,8.992766,7.389620,11.092569,10.095561,9.775652,8.747847,7.466728,7.196308,8.955702,8.854834,10.971942,8.761721,8.728336,7.570510,8.425900
COMBO_044_R01,7.000775,7.841236,7.711636,8.935132,5.181265,8.155644,5.447190,7.747476,5.137009,7.572663,4.648372,5.024696,6.832033,9.028905,4.833256,5.190136,7.079704,5.726857,7.628381,5.258079,6.679289,7.157441,7.270679,6.303844,6.115505,3.170556,6.459069,7.215568,7.301509,5.620577,8.746916,7.660523,7.309870,8.036844,6.591380,9.108364,7.426450,8.700290,8.652839,9.405922,9.401705,8.534577,8.537219,8.604341,8.377774,9.136564,9.042916,8.568077,8.852597,8.784088,8.142215,9.109465,8.879270,8.344769,8.803937,9.299724,7.837953,7.697201,6.982360,9.734907,7.985013,8.067151,7.607315,8.067424,8.216147,7.850857,9.039055,7.581167,4.684094,4.702603,7.871869,7.757388,9.614137,9.910540,9.635719,7.934375,8.813869,9.505671,7.713983,4.741471,9.459714,8.764778,7.717487,4.754417,7.986246,8.100688,8.472674,7.995382,9.220045,8.232207,10.096648,5.937102,6.795531,10.250730,10.252920,10.205367,10.611067,10.358095,10.343431,8.894100,10.612163,10.218249,6.042688,10.365421,10.727894,11.394850,10.063199,10.243783,10.436603,10.308977,10.498381,10.832287,10.247229,10.607483,10.280309,10.192813,6.093651,10.392204,10.323285,9.050942,0.000000,2.557575,1.911486,8.726208,2.761713,7.416398,2.916652,8.737670,8.759131,2.176051,4.202988,8.732308,8.587791,8.749362,8.691123,8.749993,8.784450,4.279766,8.440229,3.431579,8.745000,7.397221,8.950098,8.733200,2.052782,4.362627,1.381580,8.782064,8.605930,8.630932
COMBO_044_R02,6.378417,7.829575,7.888444,8.205051,4.378309,7.927589,4.780062,7.702991,4.360783,6.864273,3.810146,4.308680,7.313866,8.312504,4.021405,4.557283,6.389575,4.933383,7.150566,4.356933,7.405756,6.719827,6.713002,5.454629,5.600570,3.879357,5.782725,6.614734,6.544461,4.755594,8.362298,6.555623,8.507911,7.340335,6.813410,9.370593,8.254396,8.346538,8.293603,9.129718,9.004940,8.151995,8.254000,8.293113,7.905794,8.569686,8.438538,8.387816,8.273597,8.520066,7.935007,8.492564,8.538775,7.621818,8.335422,8.982704,7.479569,7.255488,7.326561,9.626050,8.844771,8.999823,6.478656,8.700215,9.081471,6.846142,9.620344,8.507601,3.840145,3.984239,8.686948,8.632658,9.963129,10.232870,10.052395,8.730076,9.249320,9.831474,6.891801,4.141088,9.799168,9.655221,8.617003,4.161364,8.823385,8.864039,9.187783,8.720803,9.553490,9.102307,9.134219,5.892903,6.405508,9.343564,9.520201,9.234305,9.742106,9.389878,9.405889,9.526942,10.755597,9.284661,5.722229,9.539598,9.854711,10.844066,9.092558,9.273881,9.533865,9.370825,9.640486,10.055321,9.311746,9.797735,9.331155,9.220464,6.016619,9.532354,9.587840,9.662691,2.557575,0.000000,3.768465,8.884179,0.646154,8.130836,0.808433,9.647896,8.549228,3.121835,2.497866,8.828977,8.980384,8.578063,8.529490,8.963760,8.587498,2.936347,8.149717,1.775913,8.896724,8.116581,8.739656,8.812667,3.233812,2.814083,3.480894,8.993854,8.400050,8.910175
COMBO_044_R03,7.913952,8.157976,7.955077,9.152683,4.860462,8.457799,6.517270,8.098201,4.830037,8.411656,4.536677,4.816782,6.079067,9.210036,4.611212,4.829903,7.961400,6.788159,8.427768,5.026600,5.868607,8.031121,8.094227,7.220199,7.134636,2.802019,7.429881,8.102680,8.226951,6.727899,9.452118,8.397853,6.911649,8.828084,7.380218,8.736299,6.956874,9.380260,9.352323,10.030436,10.029163,9.283390,9.299969,9.282733,9.172323,9.794345,9.696223,9.201702,9.466543,9.402853,8.915665,9.822162,9.518616,9.113181,9.498147,9.904603,8.748227,8.623832,7.754279,10.363074,7.095783,7.249213,8.117583,7.162420,7.301314,8.358850,8.583808,6.696779,4.934651,4.851221,6.903994,6.849692,9.070991,9.385887,9.099177,7.017779,8.191334,8.979631,8.258216,4.723051,8.935063,8.021840,6.839080,4.713555,7.088238,7.355136,7.934208,7.114479,8.703124,7.373536,10.378064,6.340877,7.335860,10.486718,10.232290,10.310476,10.693858,10.543540,10.543378,8.579773,10.313295,10.521561,5.537884,10.467900,10.822943,11.306699,10.361620,10.409662,10.531196,10.450758,10.596884,10.926944,10.418985,10.719793,10.411769,10.380559,6.547044,10.427818,10.192878,8.627793,1.911486,3.768465,0.000000,8.445749,3.749647,6.806804,4.217857,8.205931,8.548017,2.882977,5.447494,8.442913,8.099631,8.522164,8.291629,8.467723,8.412033,5.339884,8.449150,4.433709,8.431119,6.774121,8.604747,8.413749,2.571608,5.523902,1.041811,8.426050,8.221986,8.281556
COMBO_044_R04,6.627873,4.539375,5.026615,5.975389,8.637355,4.332192,7.985011,5.307159,8.600048,6.537013,8.586158,8.614738,7.516294,6.140440,8.555767,8.697861,6.818886,7.799984,6.046290,8.586154,6.887840,6.393107,6.269765,7.708279,7.622941,9.060902,7.255755,6.344374,6.731282,7.745690,6.693738,6.143373,6.988056,7.077075,10.310110,5.644302,4.798007,6.371151,6.510278,6.862012,7.079312,6.790019,6.872353,6.301362,7.219554,6.952920,6.998533,6.016169,6.625074,6.076877,6.733936,7.439989,6.344971,7.053714,6.799403,6.248485,7.909724,7.581746,10.017640,7.397362,8.775801,8.729380,10.676118,8.395367,8.591369,11.091088,7.935010,8.589910,9.428232,9.486514,8.686402,8.500135,8.015645,8.209316,7.867399,9.011474,7.657510,7.805076,9.573267,9.392452,7.690986,8.631760,8.498958,9.480219,8.954212,8.259909,7.763648,8.849639,7.327522,8.570438,9.279064,9.572992,9.723369,9.333162,8.785006,8.806863,9.294403,9.374930,9.156400,8.517796,5.989005,9.596921,7.805153,8.932323,9.420074,11.481674,9.296342,8.752220,9.056429,8.994571,8.931375,9.455816,8.859244,9.011101,8.900788,9.079055,9.808199,8.883707,8.184919,8.719188,8.726208,8.884179,8.445749,0.000000,8.978041,4.157157,8.761810,4.397871,2.604958,8.657883,8.650686,0.704877,2.196947,2.288470,6.297154,1.879175,6.328460,8.836340,3.626208,8.937541,0.369301,4.206311,6.485279,0.962831,8.590923,8.614935,8.522613,1.539429,6.163724,1.680927
COMBO_044_R05,6.814867,8.055559,8.056840,8.190042,4.133649,8.088335,5.292466,7.856634,4.130965,7.283013,3.626634,4.099801,7.326318,8.272401,3.816978,4.372064,6.829676,5.423419,7.567572,4.107985,7.430630,7.150565,7.123062,5.913778,6.059290,3.691297,6.256251,7.036231,6.986052,5.239222,8.787759,6.808417,8.714097,7.739222,6.895097,9.334726,8.331022,8.759549,8.719337,9.538377,9.413650,8.584862,8.693377,8.706688,8.336858,8.960713,8.824733,8.801973,8.642898,8.925714,8.382558,8.887140,8.953140,8.016826,8.752944,9.385033,7.903478,7.691859,7.466215,10.049998,8.795620,8.977123,6.526075,8.597625,9.050531,6.915908,9.675559,8.464898,3.544004,3.666538,8.616160,8.585095,10.013508,10.290295,10.117028,8.645065,9.265477,9.861899,6.950906,3.787974,9.832765,9.689902,8.570827,3.800454,8.759796,8.840408,9.236639,8.639650,9.586074,9.078669,9.318539,6.226147,6.756292,9.521983,9.610790,9.307970,9.820975,9.477423,9.524314,9.628854,10.949644,9.488637,5.634747,9.629246,9.920445,10.814469,9.280278,9.376826,9.608821,9.449573,9.752802,10.182567,9.446167,9.944877,9.412306,9.325491,6.347497,9.596034,9.553591,9.710342,2.761713,0.646154,3.749647,8.978041,0.000000,8.161617,1.304390,9.791975,8.559956,3.439970,2.711944,8.890907,8.991719,8.595318,8.383829,9.041901,8.451815,3.081965,8.224353,1.872587,8.975073,8.146847,8.620369,8.856916,3.501007,3.040884,3.485347,9.061189,8.261895,8.976272
COMBO_044_R06,7.815995,6.326435,6.243903,7.916006,7.474403,6.093342,8.296591,6.573983,7.531753,7.800282,7.646731,7.557392,5.383963,8.006949,7.602156,7.503222,7.900951,8.291992,7.473264,7.478073,4.535750,7.722005,7.597923,8.324378,8.173661,7.717456,8.080274,7.645331,7.938043,8.242998,8.526871,7.915570,6.214898,8.931859,10.411051,5.817975,2.477094,8.119494,8.378140,8.630096,8.862761,8.589452,8.715187,8.087544,8.876797,8.887041,8.920962,7.814739,8.435088,7.907458,8.532772,9.371321,8.271410,8.842042,8.544700,8.150876,9.298441,9.083466,10.235234,8.883649,7.283942,7.289476,10.646603,6.950741,7.154337,10.892917,6.332617,7.088761,9.222719,9.170579,7.163963,7.006504,6.545459,6.893446,6.575721,7.482543,5.853171,6.443226,10.399095,8.937659,6.319641,7.384009,6.968685,8.970611,7.436078,6.241076,5.951819,7.324426,5.824963,7.170924,9.991101,9.262336,9.739603,9.935611,9.149137,9.560384,9.934672,10.114630,9.929221,7.267637,6.771006,10.169723,6.673953,9.527244,10.076647,11.605711,9.933449,9.586697,9.682443,9.802354,9.557135,10.053815,9.557549,9.466190,9.610675,9.848945,9.452515,9.505684,8.807813,7.471370,7.416398,8.130836,6.806804,4.157157,8.161617,0.000000,8.257493,4.292357,4.972696,7.436747,8.681882,4.297810,3.807085,4.790434,5.783104,4.358665,5.898646,8.678753,5.094629,8.398489,4.123879,0.169240,6.128970,4.319092,7.290719,8.704398,6.918981,4.060174,5.691487,3.970562
COMBO_044_R07,5.868087,7.540048,7.652744,8.017418,4.681500,7.642628,4.292000,7.440483,4.645707,6.366988,4.069071,4.589973,7.543043,8.172740,4.289164,4.840424,5.874195,4.415833,6.662086,4.640668,7.637225,6.228802,6.218315,4.957881,5.128217,4.298534,5.253956,6.104893,6.028578,4.209150,7.925498,6.160411,8.567958,6.881590,6.777798,9.465600,8.373405,7.919553,7.851861,8.713544,8.601951,7.704884,7.801575,7.861096,7.456689,8.153390,8.022031,7.964919,7.868353,8.099615,7.478401,8.070369,8.111727,7.163597,7.908572,8.558978,7.063722,6.788219,7.254394,9.280989,9.119532,9.251173,6.412311,8.979996,9.330971,6.811994,9.745605,8.773976,4.136980,4.318831,8.970504,8.904166,10.079777,10.336199,10.144837,9.036806,9.435754,9.977255,6.651096,4.535111,9.936860,9.836533,8.894486,4.565314,9.112511,9.092707,9.337704,9.009915,9.681504,9.347513,8.963452,5.790967,6.204122,9.196059,9.477582,9.099675,9.634817,9.283890,9.280001,9.619747,10.655114,9.124720,5.937769,9.427871,9.753747,10.897826,8.928602,9.111394,9.418209,9.269600,9.506915,9.958952,9.143757,9.658721,9.193559,9.098780,5.906714,9.431975,9.575397,9.754890,2.916652,0.808433,4.217857,8.761810,1.304390,8.257493,0.000000,9.648521,8.434186,3.305395,2.008967,8.705098,8.963279,8.460280,8.642517,8.854302,8.682881,2.738680,7.996611,1.803601,8.777676,8.248682,8.815764,8.693744,3.468269,2.356913,3.933784,8.898640,8.506057,8.824642
COMBO_044_R08,8.262389,7.524155,7.354240,9.473038,9.587575,7.342187,9.082813,7.878424,9.561787,8.418062,9.393442,9.478556,7.360727,9.621197,9.444918,9.567509,8.520268,9.071668,7.814159,9.579839,6.750325,7.941533,8.132529,9.073310,9.308594,9.490974,8.725953,8.099517,8.321887,9.022587,8.093088,8.146860,4.818645,8.548069,10.890257,5.023567,3.702627,7.773804,7.955086,8.021612,8.432437,8.087795,7.956509,7.647170,8.399571,8.429139,8.521475,7.370749,8.243361,7.534141,7.899031,8.666806,7.878994,8.487496,8.335967,7.490567,8.424495,8.500932,10.512433,8.251178,9.490339,9.356756,12.941230,9.247835,9.279226,13.191612,9.184471,9.189385,10.561574,10.605001,9.358995,9.155324,9.104931,9.362461,9.022739,9.776837,8.630109,9.049808,12.164218,10.403648,8.950364,9.361120,9.083447,10.557982,9.687357,9.022069,8.753043,9.601343,8.609559,9.292564,11.478777,10.163698,10.671491,11.410134,10.847824,11.380903,11.641827,11.976038,11.654907,10.036074,7.157052,11.580426,8.475149,11.330766,11.843729,13.220011,11.477229,11.316392,11.490843,11.625800,11.204783,11.602977,11.148450,11.038945,11.420147,11.634414,10.576474,11.292214,11.080232,10.238844,8.737670,9.647896,8.205931,4.397871,9.791975,4.292357,9.648521,0.000000,6.140558,8.588696,9.718569,4.585117,3.680258,5.818839,8.544513,4.399181,8.674585,9.668523,5.778186,9.949664,4.361476,4.288761,8.919142,4.649856,8.460060,9.649462,8.319970,4.354789,8.408902,4.540617
COMBO_044_R09,6.677149,4.562880,4.509033,4.232300,7.924298,3.727193,8.078583,4.614977,7.919260,6.515848,7.979369,7.982846,7.658806,4.397020,7.917641,8.091071,6.809340,7.764260,6.198711,7.885418,7.187182,6.543335,6.282423,7.709623,7.418431,8.600801,7.266812,6.396488,6.813868,7.706870,6.917847,6.028431,7.854271,7.146725,9.674382,5.765366,5.521091,6.512881,6.779142,7.146865,7.228984,7.020241,7.197076,6.480704,7.310732,7.174076,7.175601,6.281116,6.622787,6.272298,7.056539,7.579427,6.641946,7.059252,6.924939,6.592860,8.091949,7.631559,9.444089,7.743811,8.371878,8.349682,9.588946,7.878835,8.228446,10.109513,7.573422,8.183740,8.652056,8.704769,8.252430,8.129115,7.769736,7.961264,7.650550,8.513517,7.287032,7.280936,8.424098,8.604391,7.184583,8.410627,8.149588,8.671096,8.508562,7.741272,7.348296,8.400738,7.008615,8.214276,8.537892,9.261886,9.319938,8.637254,8.000965,7.533266,8.052642,8.228223,8.168673,8.430064,6.375192,8.922690,7.364168,7.806226,8.075312,10.093430,8.555354,7.509006,7.794717,7.896753,7.868818,8.621650,7.834579,8.180731,7.624431,8.072477,9.429896,7.643187,6.865039,8.269081,8.759131,8.549228,8.548017,2.604958,8.559956,4.972696,8.434186,6.140558,0.000000,8.857849,8.213659,2.279358,3.665181,0.461898,4.683226,2.753022,4.701054,8.394362,4.179468,8.419248,2.536054,5.008979,4.847765,2.254731,8.798793,8.225448,8.603438,2.536385,4.569057,2.565298
COMBO_044_R10,6.538912,7.841680,8.141811,9.330801,4.839498,8.406428,4.499483,8.230479,4.766065,6.893403,4.317655,4.609210,5.866269,9.473684,4.481749,4.693115,6.432566,4.860289,7.151521,4.886637,5.884170,6.810159,6.812839,5.325134,5.609590,3.646129,5.795636,6.760330,6.649336,4.837979,8.052705,7.479623,7.358871,7.456405,7.955649,9.402412,7.522460,8.065560,7.983669,8.980149,8.597010,7.896218,8.010955,8.012671,7.727820,8.462262,8.325264,8.037094,8.271542,8.170710,7.661250,8.462184,8.168349,7.716641,8.024291,8.616411,7.534658,7.313233,8.268848,9.312387,7.670049,7.784634,7.293316,7.782646,7.901256,7.381031,8.812070,7.368837,5.442476,5.473510,7.592853,7.451126,9.049029,9.315732,9.123603,7.649704,8.374251,9.080557,7.695574,5.446819,9.048994,8.322230,7.428260,5.427132,7.677061,7.808720,8.225290,7.672635,8.838366,7.875011,8.965315,4.615313,5.484092,9.085890,9.147350,9.355613,9.732222,9.519360,9.412637,8.721586,9.817857,9.025458,5.135619,9.461146,9.934617,10.837177,8.931496,9.395659,9.576767,9.471903,9.510035,9.773042,9.239077,9.485767,9.442725,9.273610,4.831666,9.518072,9.699897,8.989476,2.176051,3.121835,2.882977,8.657883,3.439970,7.436747,3.305395,8.588696,8.857849,0.000000,4.835394,8.765971,8.799418,8.839534,8.905615,8.812629,8.965608,4.934300,8.544872,3.890639,8.701601,7.396181,9.082389,8.775957,0.433245,4.969796,2.703926,8.747576,8.764339,8.682591
